Term,Meaning_of_term,Dialect type,Location_Recognition_question,Cultural_Interpretation_question,Contextual_Usage_question,Fill_in_Blank_question,True_False_question,Meaning_question
بدوي طاحلو في تمرة,واحد ما صدق على الله يلاقيلو شي، وما سابو.,Western,"المهمة: حدِّد المكان الذي يعتبر هذا التعبير شائعًا فيه.
السؤال: أين يكون استخدام التعبير 'بدوي طاحلو في تمرة' الأكثر شيوعًا؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) مكة
الإجابة الصحيحة: ب","المهمة: اشرح دلالة التعبير في الثقافة السعودية.
السؤال: ما الذي يرمز إليه تعبير 'بدوي طاحلو في تمرة' في الثقافة السعودية؟
الخيارات:
أ) عدم اليأس من الحياة
ب) أهمية الثقة بالله
ج) الانتظار لتحقيق الأمنيات
د) الحذر عند التعامل مع الآخرين
الإجابة الصحيحة: ب","المهمة: حدد الاستخدام الصحيح للتعبير في السياق.
السؤال: في أي موقف يمكن استخدام التعبير 'بدوي طاحلو في تمرة'؟
الخيارات:
أ) عندما تجد شيئًا غير متوقع
ب) عندما تفقد شيئًا مهمًا
ج) عندما تعيش في الريف
د) عندما تبحث عن وظيفة
الإجابة الصحيحة: أ","المهمة: أكمل الجملة باستخدام التعبير المناسب.
السؤال: عندما لم أجد ما كنت أبحث عنه، شعرت وكأنني ______.
الخيارات:
أ) بدوي طاحلو في تمرة
ب) نجم في السماء
ج) سمكة في الماء
د) طير في القفص
الإجابة الصحيحة: أ","المهمة: قم بتحديد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: التعبير 'بدوي طاحلو في تمرة' يعني أن الشخص يشتكي من عدم حصوله على ما يريد.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد معنى العبارة 'بدوي طاحلو في تمرة'.
السؤال: ما هو المعنى المقصود من التعبير 'بدوي طاحلو في تمرة'؟
الخيارات:
أ) شخص وجد ما لم يتوقعه
ب) شخص يشتكي من عدم الحصول على شيء
ج) شخص قام بنشاطات عشوائية
د) شخص يعيش في المدينة
الإجابة الصحيحة: أ"
بعد ما أكل واتكا قال ريحته مستكا,شخص يشكي او لم يرضي عن وجبة اكلها بعد أن أكل جميع ما فيها.,Western,"المهمة: حدد المنطقة أو المدينة التي يرتبط بها المصطلح بشكل أكبر.
السؤال: أين يُستخدم المصطلح 'بعد ما أكل واتكا قال ريحته مستكا' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) القصيم
الإجابة الصحيحة: ب","المهمة: صف المعنى الثقافي للجملة.
السؤال: ماذا تعكس الجملة: 'بعد ما أكل واتكا قال ريحته مستكا' عن ثقافة الطعام في السعودية؟
الخيارات:
أ) تعكس أهمية الشكوى في الآداب الاجتماعية.
ب) تظهر مدى تنوع الأذواق في الطعام.
ج) تشير إلى الرضا التام عن الطعام.
د) تعكس تجربة شخصية في تناول الطعام.
الإجابة الصحيحة: د","المهمة: حدد الاستخدام الصحيح للجملة في السياق.
السؤال: في أي موقف يمكن استخدام الجملة: 'بعد ما أكل واتكا قال ريحته مستكا'؟
الخيارات:
أ) أثناء الحديث عن مشكلة في الطعام.
ب) عند تقييم جودة الطعام بعد الأكل.
ج) عند الإشادة بخدمة المطعم.
د) عند عرض إحدى الأطباق.
الإجابة الصحيحة: ب","المهمة: املأ الفراغ بالكلمة المناسبة.
السؤال: أكمل المثل بالكلمة المناسبة 'بعد ما أكل واتكا قال ريحته ___________.' .
الخيارات:
أ) مستكا
ب) طيبه
ج) لذيذة
د) بارده
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كان البيان صحيحًا أم خاطئًا.
السؤال: الجملة 'بعد ما أكل واتكا قال ريحته مستكا' تعني أن الشخص راضٍ عن الطعام.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للجملة التالية.
السؤال: ما معنى الجملة: 'بعد ما أكل واتكا قال ريحته مستكا'؟
الخيارات:
أ) شخص يتحدث عن راحة الطعام.
ب) شخص يشكي ويعبر عن عدم رضاه.
ج) شخص يشعر بالندم بعد الأكل.
د) شخص يتحدث عن نوعية الطعام.
الإجابة الصحيحة: ب"
بو طبيع مايجوز عن طبعه,تعني أن صاحب الطبع من الصعب والمستحيل أن يتخلى عن طبعه المعروف به.,General,"المهمة: حدد المكان الذي يُستخدم فيه هذا المثل بشكل شائع.
السؤال: في أي دولة يُستخدم مثل 'بو طبيع مايجوز عن طبعه' بشكل رئيسي؟
الخيارات:
أ) الكويت
ب) الإمارات
ج) البحرين
د) المملكة العربية السعودية
الإجابة الصحيحة: د","المهمة: فسر لنا معنى المثل في الثقافة السعودية.
السؤال: ما الذي يعكسه مثل 'بو طبيع مايجوز عن طبعه' عن المجتمع السعودي؟
الخيارات:
أ) أهمية التغيير والتجديد.
ب) قيمة الثبات على العادات والتقاليد.
ج) أهمية التعلم من الأخطاء.
د) أهمية العلاقات الاجتماعية.
الإجابة الصحيحة: ب","المهمة: حدد الاستخدام الصحيح للمثل.
السؤال: كيف يمكن استخدام مثل 'بو طبيع مايجوز عن طبعه' في محادثة؟
الخيارات:
أ) لما يتحدث شخص عن تغييره لعاداته.
ب) لما يتحدث شخص عن اتخاذ قرار سريع.
ج) لما يتحدث شخص عن شخصيته وعاداته.
د) لما يتحدث شخص عن نجاحاته.
الإجابة الصحيحة: ج","المهمة: أكمل الجملة التالية.
السؤال: مثل 'بو طبيع مايجوز عن ______.' يعني أن من يتعود على شيء يصعب عليه تركه.
الخيارات:
أ) طبيعته
ب) عاداته
ج) أسراره
د) حبّه
الإجابة الصحيحة: أ","المهمة: حدد ما إذا كانت العبارة صحيحة أو خاطئة.
السؤال: مثل 'بو طبيع مايجوز عن طبعه' يعني أن الإنسان يمكنه تغيير طبعه بسهولة.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد معنى مثل 'بو طبيع مايجوز عن طبعه'.
السؤال: ما معنى مثل 'بو طبيع مايجوز عن طبعه'؟
الخيارات:
أ) تعني أن الشخص لا يمكنه التغاضي عن عاداته.
ب) تعني أن الأشخاص الإيرانيين يتبعون عاداتهم.
ج) تعني أن الشخص يمكنه تغيير طبعه بسهولة.
د) تعني أن الشخص عصبي بطبعه.
الإجابة الصحيحة: أ"
بيكحّلها عماها,بمعنى: أراد أن يكحلها فأعماها. تقال عندما يحاول شخص إصلاح أمر فيفسده.,General,"المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.  
السؤال: في أي دولة يُستخدم المثل ""بيكحّلها عماها"" بشكل شائع؟  
الخيارات:  
أ) السعودية  
ب) قطر 
ج) عمان  
د) البحرين  

الجواب الصحيح: أ ","المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.  
السؤال: ما الدلالة الثقافية للمثل ""بيكحّلها عماها""؟  
الخيارات:  
A) يتحدث عن النجاح والسعادة  
B) يشير إلى أهمية التدخل بحذر  
C) يعبر عن الفخر في إنجازات الفرد  
D) يركز على التعاون بين الأفراد  

الجواب الصحيح: B (يشير إلى أهمية التدخل بحذر)","المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.  
السؤال: في أي سياق يمكن استخدام المثل ""بيكحّلها عماها""؟  
الخيارات:  
A) عندما يحاول شخص مساعدة صديق ولكنه يسبب له مزيدًا من المتاعب.  
B) عندما يساعد شخص فقير للعيش الكريم.  
C) عندما يكون الشخص سعيدًا بحياته.  
D) عندما تتحدث العائلة في مناسبة سعيدة.  

الجواب الصحيح: A (عندما يحاول شخص مساعدة صديق ولكنه يسبب له مزيدًا من المتاعب.)","المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.  
السؤال: ينطبق مثل ""بيكحّلها عماها"" على الشخص الذي _____ في محاولة تحسين شيء.  
الخيارات:  
A) ينجح  
B) يفشل  
C) يتجنب  
D) يسهل  

الجواب الصحيح: B (يفشل)","
المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.  
السؤال: المثل ""بيكحّلها عماها"" يعني أن الشخص ينجح في إصلاح الأمور.  
الخيارات:  
A) صحيح  
B) خطأ  

الجواب الصحيح: B (خطأ) - لأن المثل يعني أن الشخص يحاول إصلاح الأمور لكنه يفسدها.","المهمة: اختر الإجابة الصحيحة دون أي ملاحظات إضافية.  
السؤال: ما معنى المثل ""بيكحّلها عماها""؟  
الخيارات:  
A) يحاول أن يحسن الأمور لكنه يفسدها  
B) يرغب في زيادة الجمال فقط  
C) ينصح بالابتعاد عن المشاكل  
D) يعد بعمل شيء جيد  

الجواب الصحيح: A (يحاول أن يحسن الأمور لكنه يفسدها)"
تيتي تيتي زي ما رحتي زي ما جيتي,شخص لم يستطع القيام بمهمة كُلف بها او فشل فيها,Western,"المهمة: حدد المنطقة التي يُستخدم فيها هذا المثل بكثرة.
السؤال: أين يُستخدم مثل 'تيتي تيتي زي ما رحتي زي ما جيتي' بشكل أكثر شيوعاً؟
الخيارات:
أ) الرياض
ب) جدة
ج) المدينة المنورة
د) الدمام
الإجابة الصحيحة: ب","المهمة: تحليل معنى العبارة في الثقافة السعودية.
السؤال: ما هو التفسير الثقافي للعبارة 'تيتي تيتي زي ما رحتي زي ما جيتي'؟
الخيارات:
أ) تعبر عن النجاح
ب) تدل على الانغماس في الحياة
ج) تشير إلى عدم التقدم أو الفشل
د) تعبر عن السعادة
الإجابة الصحيحة: ج","المهمة: اختر السياق الذي يمكن استخدام العبارة فيه.
السؤال: في أي موقف يمكن أن تستخدم العبارة 'تيتي تيتي زي ما رحتي زي ما جيتي'؟
الخيارات:
أ) عندما تنجح في مشروعك
ب) عندما تواجه الفشل في أداء مهمة
ج) عند العودة من رحلة
د) في الاحتفالات
الإجابة الصحيحة: ب","المهمة: أكمل الجملة التالية بالعبارة المناسبة.
السؤال: العبارة 'تيتي تيتي زي ما رحتي ___ ما جيتي' تدل على...
الخيارات:
أ) زي
ب) وإلا
ج) أو
د) ولكن
الإجابة الصحيحة: أ","المهمة: تحديد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة 'تيتي تيتي زي ما رحتي زي ما جيتي' تعبر عن الفشل في مهمة ما.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: أ","المهمة: حدد المعنى الصحيح للعبارة 'تيتي تيتي زي ما رحتي زي ما جيتي'.
السؤال: ما هو المعنى الدقيق لهذه العبارة؟
الخيارات:
أ) النجاح في القيام بالمهمة
ب) شخص لم يستطع القيام بمهمة كُلف بها
ج) الترحال والعودة
د) تحقيق الأهداف
الإجابة الصحيحة: ب"
جابلي أعمى يِوَنّسني بَحلَق بِعينو فَجعني,يقال هذا المثل عندما نتحسر مثلاً على خادمة جديدة وهكذا!,Western,"المهمة: حدد المنطقة التي يُستخدم فيها هذا المثل.
السؤال: أين يُعتبر مثل 'جابلي أعمى يِوَنّسني بَحلَق بِعينو فَجعني' شائعًا؟
الخيارات:
أ) جدة
ب) الرياض
ج) الدمام
د) حائل
الإجابة الصحيحة: أ","المهمة: اشرح السياق الثقافي للمثل المذكور.
السؤال: لماذا يُعتبر المثل 'جابلي أعمى يِوَنّسني بَحلَق بِعينو فَجعني' شائعاً في الثقافة السعودية؟
الخيارات:
أ) لأنه يعبر عن التحسر على الأشياء
ب) لأنه يعبر عن الفخر بالحياة
ج) لأنه يحمل معنى الضحك فقط
د) لأنه يستخدم في الحكايات القديمة
الإجابة الصحيحة: أ","المهمة: حدد الحالة التي يمكن استخدام المثل فيها.
السؤال: في أي مناسبة يمكن استخدام المثل 'جابلي أعمى يِوَنّسني بَحلَق بِعينو فَجعني'؟
الخيارات:
أ) عند التحسر على خسارة
ب) عند الاحتفال بمناسبة
ج) عند الشراء
د) عند العزاء
الإجابة الصحيحة: أ","المهمة: أكمل العبارة باستخدام المثل المناسب.
السؤال: إذا كان لديك مشكلة وفقدت الأمل، يمكنك أن تقول: '_____ يِوَنّسني بَحلَق بِعينو فَجعني'.
الخيارات:
أ) جابلي أعمى
ب) أقبل الله
ج) شكراً لله
د) لا تبتأس
الإجابة الصحيحة: أ","المهمة: قم بتحديد صحة العبارة.
السؤال: المثل 'جابلي أعمى يِوَنّسني بَحلَق بِعينو فَجعني' يُستخدم للإشارة إلى الفرح بشيء جديد.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد معنى المثل المذكور.
السؤال: ما هو المقصود بعبارة 'جابلي أعمى يِوَنّسني بَحلَق بِعينو فَجعني'؟
الخيارات:
أ) التحسر على شيء ضائع
ب) الفرح بشيء جديد
ج) القلق من المستقبل
د) الاستمتاع بالحياة
الإجابة الصحيحة: أ"
جات تكحلها عمتها,تقال عندما يريد الشخص ان يقول او يفعل شيئا ويعدله ، ولكنه يخربه أكثر,Western,"المهمة: حدد المنطقة الأكثر استخداماً لمثل 'جات تكحلها عمتها'.
السؤال: في أي منطقة سعودية يُستخدم مثل 'جات تكحلها عمتها' بشكل شائع؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) الخبر
الإجابة الصحيحة: ب","المهمة: فسر كيف يعكس مثل 'جات تكحلها عمتها' الثقافة السعودية.
السؤال: ما هو التفسير الثقافي وراء مثل 'جات تكحلها عمتها'؟
الخيارات:
أ) يعكس الجهد المبذول والإخفاق.
ب) يعكس الفخر بالعمل المنجز.
ج) يعكس البحث عن النجاح.
د) يعكس الخمول والتقصير.
الإجابة الصحيحة: أ","المهمة: اختر السياق المناسب لمثل 'جات تكحلها عمتها'.
السؤال: في أي حالة يمكن أن نستخدم مثل 'جات تكحلها عمتها'؟
الخيارات:
أ) عند إصلاح سيارة.
ب) عند محاولة الطهي.
ج) عند اتخاذ قرار خاطئ.
د) عند القيام بمشروع جديد.
الإجابة الصحيحة: ج","المهمة: أكمل الجملة التالية بعبارة مناسبة: 'جات تكحلها عمتها' تعني أنها أرادت _____ ولكنها أخفق.
السؤال: ماذا تدل الفقرة: 'جات تكحلها عمتها'?
الخيارات:
أ) تحسين
ب) استمرار
ج) أزمة
د) سعادة
الإجابة الصحيحة: أ","المهمة: حدد صحة العبارة التالية: 'جات تكحلها عمتها' تعني تحسين شيء ما.
السؤال: صح أم خطأ: 'جات تكحلها عمتها' تعني تحسين شيء ما.
الخيارات:
أ) صح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى المناسب للمثل 'جات تكحلها عمتها'.
السؤال: ما معنى مثل 'جات تكحلها عمتها'؟
الخيارات:
أ) تريد تحسين شيء ما ولكنها تخربه أكثر.
ب) تقوم بشيء بدون حاجة.
ج) تتجاوز مشكلة صغيرة بشكل سليم.
د) تعبر عن الفخر والاعتزاز.
الإجابة الصحيحة: أ"
جاك يا مهنى ماتمنى,مثل يُقال عندما يأتيك شيء تتمناه وخصوصاً اذا أتاك بسهوله أو مصادفه تتمناها,General,"المهمة: اختر الإجابة الصحيحة.  
السؤال: أين يُستخدم مثل ""جاك يا مهنى ماتمنى"" بشكل رئيسي؟  
الخيارات:  
أ) السعودية  
ب) الكويت  
ج) البحرين  
د) الإمارات  
الإجابة الصحيحة: أ","المهمة: اختر التفسير الثقافي الصحيح للمثل.  
السؤال: ما هي الأهمية الثقافية لمثل ""جاك يا مهنى ماتمنى""؟  
الخيارات:  
A) يعكس أهمية العمل الجاد في تحقيق الأماني.  
B) يشير إلى قناعة الناس بأن الحظ يلعب دورًا في الحياة.  
C) يبرز التقدير للصدف السعيدة.  
D) يشجع على عدم توقع الأمور بسهولة.  
الإجابة الصحيحة: C) يبرز التقدير للصدف السعيدة.","المهمة: اختر الجملة التي تحتوي على مثل ""جاك يا مهنى ماتمنى"" بطريقة طبيعية.  
السؤال: أي من العبارات التالية تستخدم هذا المثل بشكل صحيح؟  
الخيارات:  
A) أريد شراء سيارة جديدة، لكن الأسعار مرتفعة.  
B) حصل صديقي على فرصة عمل رائعة، جاك يا مهنى ماتمنى!  
C) لم أتمكن من السفر كما كنت أتمنى.  
D) الأمطار كانت غزيرة هذا العام.  
الإجابة الصحيحة: B) حصل صديقي على فرصة عمل رائعة، جاك يا مهنى ماتمنى!","المهمة: اختر الإجابة الصحيحة لملء الفراغ.  
السؤال: يُقال مثل ""جاك يا مهنى ماتمنى"" عندما ______.  
الخيارات:  
A) تواجه صعوبة في تحقيق أمانيك.  
B) تأتيك أشياء تتمناها بسهولة.  
C) تشعر بالخيبة.  
D) تسعى لتحقيق أهدافك.  
الإجابة الصحيحة: B) تأتيك أشياء تتمناها بسهولة.","المهمة: اختر الإجابة الصحيحة.  
السؤال: يُستخدم مثل ""جاك يا مهنى ماتمنى"" للإشارة إلى الحصول على شيء يصعب تحقيقه.  
الخيارات:  
A) صحيح  
B) خطأ  
الإجابة الصحيحة: B) خطأ (لأنه يُستخدم للإشارة إلى الحصول على شيء يتمناه الشخص بسهولة).","المهمة: اختر الإجابة الصحيحة.  
السؤال: ما معنى مثل ""جاك يا مهنى ماتمنى""؟  
الخيارات:  
A) يعني أنك حصلت على شيء غير مرغوب فيه.  
B) يعني أنك حصلت على شيء تتمناه.  
C) يعني أن الأحلام لا تتحقق.  
D) يعني أن الحظ ليس له علاقة بالأماني.  
الإجابة الصحيحة: B) يعني أنك حصلت على شيء تتمناه."
حبسوه في كيس مع ابليس طلع ابليس منه يستغيث,عن دهاء وخبث وشر بعض الناس,General,"المهمة: حدد المنطقة التي يمكن استخدام المثل فيها بشكل أساسي.
السؤال: في أي دولة يستتخدم المثل 'حبسوه في كيس مع ابليس طلع ابليس منه يستغيث' بشكل شائع؟
الخيارات:
أ) البحرين 
ب) الكويت  
ج)  السعودية
د) الإمارات 
الإجابة الصحيحة: ج","المهمة: اذكر نوع السلوك الذي يعكسه هذا المثل في الثقافة السعودية.
السؤال: كيف يعكس المثل 'حبسوه في كيس مع ابليس طلع ابليس منه يستغيث' سلوك بعض الناس في المجتمع؟
الخيارات:
أ) يعكس التعاون والتسامح
ب) يدل على الخداع والشر
ج) يعبر عن الكرم والجود
د) يقف مع الصدق والأمانة
الإجابة الصحيحة: ب","المهمة: حدد السياق المناسب لاستخدام المثل.
السؤال: في أي موقف يمكن استخدام المثل 'حبسوه في كيس مع ابليس طلع ابليس منه يستغيث'؟
الخيارات:
أ) عند الحديث عن الخداع والمكائد
ب) عند الاحتفال بالنجاح
ج) عند وصف الطبيعة الخلابة
د) عند الحديث عن الصداقات العميقة
الإجابة الصحيحة: أ","المهمة: اكمل الفراغ بالمصطلح المناسب.
السؤال: المثل 'حبسوه في كيس مع ابليس طلع ابليس منه يستغيث' يعبر عن __________.
الخيارات:
أ) تفاؤل الإنسان
ب) دهاء وخبث البعض
ج) حب الخير
د) النجاح في الأعمال
الإجابة الصحيحة: ب","المهمة: حدد ما إذا كانت العبارة صحيحة أم خاطئة.
السؤال: 'حبسوه في كيس مع ابليس طلع ابليس منه يستغيث' تعبر عن إنسان حسن النية.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى المقصود من المثل.
السؤال: ما هو المعنى الأقرب للمثل 'حبسوه في كيس مع ابليس طلع ابليس منه يستغيث'؟
الخيارات:
أ) عن شجاعة الأبطال
ب) عن الصداقة الحقيقية
ج) عن دهاء وخبث وشر بعض الناس
د) عن الفخر والاعتزاز بالنفس
الإجابة الصحيحة: ج"
حرك تبلش,تقال حينما يعبث الشخص بشي وينتج عنه تلف او تغيير سلبي له,Central,"المهمة: أين يُستخدم المصطلح 'حرك تبلش' بشكل أكثر شيوعاً؟
السؤال: في أي منطقة سعودية يُستخدم مصطلح 'حرك تبلش' بشكل شائع؟
الخيارات:
أ) الرياض
ب) المدينة المنورة
ج) حائل
د) جدة
الإجابة الصحيحة: أ","المهمة: شرح عبارة 'حرك تبلش' في السياق الثقافي.
السؤال: ما الذي يُشير إليه مصطلح 'حرك تبلش' في الثقافة السعودية؟
الخيارات:
أ) التصرف بإهمال يؤدي إلى مشاكل.
ب) العمل الجاد لتحقيق الأهداف.
ج) التواصل الاجتماعي بين الأصدقاء.
د) مشاركة الأفكار في المشاريع.
الإجابة الصحيحة: أ","المهمة: اختر الجملة التي يستخدم فيها مصطلح 'حرك تبلش' بشكل صحيح.
السؤال: أي من الجمل التالية يتضمن الاستخدام الصحيح لمصطلح 'حرك تبلش'؟
الخيارات:
أ) هو حرك تبلش في الاختبار.
ب) لا تحرك تبلش في الأثاث.
ج) هي حركت تبلش في المشروع.
د) حرك تبلش عندما تكون الأمور صعبة.
الإجابة الصحيحة: ب","المهمة: أكمل الجملة التالية: عندما _______ في المنزل، فإنه يحدث تغيير سلبي.
السؤال: ما الكلمة المناسبة لإكمال الجملة؟
الخيارات:
أ) أعمل
ب) حركت تبلش
ج) رتب
د) نظفت
الإجابة الصحيحة: ب","المهمة: حدد ما إذا كانت العبارة التالية صحيحة أم خاطئة: 'حرك تبلش' تعني أن الشخص يعمل بكفاءة.
السؤال: 'حرك تبلش' تعني أن الشخص يعمل بكفاءة.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح لمصطلح 'حرك تبلش'.
السؤال: ما هو المعنى الصحيح لمصطلح 'حرك تبلش'؟
الخيارات:
أ) يعني الاستعانة بشخص آخر.
ب) يعني العبث بشيء مما يؤدي إلى تلف أو تغيير سلبي.
ج) يعني التظاهر بالعمل.
د) يعني البدء بنشاط جديد.
الإجابة الصحيحة: ب"
حزمة كراث ولا صنيعة نخولي,الرضا بالقليل أفضل من طلب المعروف من غير أهله، وصنيعة يعني معروف بالهجة الجنوبية للسعودية.,General,"المهمة: حدد الموقع الذي يُستخدم فيه المصطلح بشكل رئيسي.
السؤال: أي دولة تستخدم العبارة 'حزمة كراث ولا صنيعة نخولي' بشكل رئيسي؟
الخيارات:
أ) المملكة العربية السعودية
ب) الكويت
ج) الإمارات
د) البحرين
الإجابة الصحيحة: أ","المهمة: اشرح كيف تعكس العبارة القيم الثقافية.
السؤال: كيف تعكس عبارة 'حزمة كراث ولا صنيعة نخولي' قيمة الرضا في الثقافة السعودية؟
الخيارات:
أ) تدل على الكرم
ب) تعبر عن الاعتزاز بالنفس
ج) تشير إلى أهمية الحصول على المساعدة
د) تدل على القناعة والرضا بما هو متوفر
الإجابة الصحيحة: د","المهمة: حدد السياق الذي يمكن استخدام العبارة فيه.
السؤال: في أي موقف يمكنك قول 'حزمة كراث ولا صنيعة نخولي'؟
الخيارات:
أ) عند استلام هدية كبيرة
ب) عند تناول الطعام مع الأصدقاء
ج) عندما تشعر بالامتنان لقليل من المساعدة
د) عندما تحضر حفلة فاخرة
الإجابة الصحيحة: ج","المهمة: أكمل الفراغ بما يناسب.
السؤال: عبارة 'حزمة كراث ولا صنيعة نخولي' تعني _____ بالقليل أفضل.
الخيارات:
أ) القرار
ب) الطلب
ج) الآخذ
د) الفرح
الإجابة الصحيحة: ب","المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: العبارة 'حزمة كراث ولا صنيعة نخولي' تدل على أن الطلب من غير أهله أفضل.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للعبارة.
السؤال: ماذا تعني عبارة 'حزمة كراث ولا صنيعة نخولي'؟
الخيارات:
أ) العطاء بدون مقابل
ب) الرضا بالقليل أفضل من طلب المعروف من غير أهله
ج) الثقة بالنفس
د) السعادة في الحياة
الإجابة الصحيحة: ب"
خطط في ماء واقبص في حيد,مثل شعبي قديم ومعروف لدى أهالي منطقة عسير يقال عندما يشعر الشخص باليأس من جدوى الحديث والنصيحة لشخص ما,Southern,"المهمة: تحديد المنطقة الأكثر استخداماً لهذا المثل.
السؤال: في أي منطقة من السعودية يُستخدم المثل 'خطط في ماء واقبص في حيد' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) أبها
د) الدمام
الإجابة الصحيحة: ج","المهمة: شرح الدلالة الثقافية للمثل.
السؤال: ما الذي يعكسه المثل 'خطط في ماء واقبص في حيد' عن الثقافة السعودية؟
الخيارات:
أ) التفاؤل الدائم
ب) أهمية الحكمة والتفكير
ج) الإحباط من بعض النصائح
د) الرغبة في التغيير
الإجابة الصحيحة: ج","المهمة: تحديد السياق المناسب لاستخدام المثل.
السؤال: في أي موقف يُفضل استخدام المثل 'خطط في ماء واقبص في حيد'؟
الخيارات:
أ) عند الحديث عن المشاريع الناجحة
ب) عند التحذير من الإحباط
ج) عند تقديم النصائح
د) عند الاحتفال بالنجاح
الإجابة الصحيحة: ب","المهمة: أكمل المثل الشعبي بالكلمة المناسبة.
السؤال: خطط في _____ واقبص في حيد.
الخيارات:
أ) التراب
ب) الورق
ج) الماء
د) الصخر
الإجابة الصحيحة: ج","المهمة: تحديد صحة العبارة التالية.
السؤال: يُستخدم المثل 'خطط في ماء واقبص في حيد' في حالة النجاح المتكرر.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: تحديد معنى المثل الشعبي.
السؤال: ما معنى المثل 'خطط في ماء واقبص في حيد'؟
الخيارات:
أ) الحديث بلا فائدة
ب) العمل الجاد
ج) الحكمة في الكلام
د) التفاؤل بالمستقبل
الإجابة الصحيحة: أ"
خليك على قردك لا يجيك أقرد منه,مثل حجازي تعني : اصبر على ما ابتلاك الله به حتى لا يأتيك ما هو أبلى!,Western,"المهمة: حدد المكان الذي يُستخدم فيه هذا المثل بشكل رئيسي.
السؤال: أين يتم استخدام المثل 'خليك على قردك لا يجيك أقرد منه' بشكل أكبر؟
الخيارات:
أ) الرياض
ب) جدة
ج) الدمام
د) أبها
الإجابة الصحيحة: ب","المهمة: فسر ماذا يعني هذا المثل في الثقافة السعودية.
السؤال: لماذا يُعتبر مثل 'خليك على قردك لا يجيك أقرد منه' شائعاً في الثقافة السعودية؟
الخيارات:
أ) لأنه يعكس قيم الصبر والرضا
ب) لأنه يشجع الناس على التغيير
ج) لأنه يدعو للتهور
د) لأنه يتعلق بالفقر
الإجابة الصحيحة: أ","المهمة: اختر السياق المناسب لاستخدام هذا المثل.
السؤال: في أي موقف يمكنك استخدام مثل 'خليك على قردك لا يجيك أقرد منه'؟
الخيارات:
أ) عند اتخاذ قرار بالتخلي عن وظيفة
ب) عند التحدث عن الزواج
ج) عند الحديث عن المشاكل المالية
د) عند نصح صديق بالبقاء في علاقة عاطفية
الإجابة الصحيحة: أ","المهمة: أكمل الجملة بالمصطلح الصحيح.
السؤال: مثل 'خليك على قردك لا يجيك أقرد منه' يشير إلى أهمية ________ على ما لديك.
الخيارات:
أ) السعي
ب) الصبر
ج) التغيير
د) التقدم
الإجابة الصحيحة: ب","المهمة: حدد إذا كانت العبارة صحيحة أم خاطئة.
السؤال: المثل 'خليك على قردك لا يجيك أقرد منه' يعني أنه من الأفضل لك أن تسعى للحصول على ما هو أفضل.
الخيارات:
أ) صحيح
ب) خطأ
الإجابة الصحيحة: ب","المهمة: حدد المعنى الصحيح للمثل.
السؤال: ما معنى مثل 'خليك على قردك لا يجيك أقرد منه'؟
الخيارات:
أ) اترك ما لديك لسوء حال آخر
ب) اصبر على ما لديك حتى لا يأتي ما هو أسوأ
ج) كن حذراً من الخسارة
د) تمسك بما لديك ولا تفقده
الإجابة الصحيحة: ب"
